starttime	seconds	ctime	dtime	ttime	wait
Sun Jan 03 12:42:02 2021	1609674122	103	4488	4591	3989
Sun Jan 03 12:41:39 2021	1609674099	134	4527	4661	4024
Sun Jan 03 12:42:02 2021	1609674122	104	4571	4675	4066
Sun Jan 03 12:42:01 2021	1609674121	112	4577	4689	4073
Sun Jan 03 12:41:39 2021	1609674099	133	4567	4700	4059
Sun Jan 03 12:41:39 2021	1609674099	133	4618	4751	4086
Sun Jan 03 12:42:01 2021	1609674121	102	4678	4779	4174
Sun Jan 03 12:42:01 2021	1609674121	107	4767	4874	4263
Sun Jan 03 12:41:39 2021	1609674099	162	4744	4905	4235
Sun Jan 03 12:42:01 2021	1609674121	113	4811	4924	4308
Sun Jan 03 12:42:01 2021	1609674121	104	4857	4960	4347
Sun Jan 03 12:42:01 2021	1609674121	103	4922	5025	4419
Sun Jan 03 12:41:55 2021	1609674115	122	4909	5030	4408
Sun Jan 03 12:41:39 2021	1609674099	131	4917	5049	4412
Sun Jan 03 12:41:39 2021	1609674099	132	4992	5125	4480
Sun Jan 03 12:41:51 2021	1609674111	105	5072	5177	4569
Sun Jan 03 12:42:01 2021	1609674121	119	5072	5191	4569
Sun Jan 03 12:41:44 2021	1609674104	112	5129	5241	4625
Sun Jan 03 12:41:45 2021	1609674105	100	5145	5245	4639
Sun Jan 03 12:41:45 2021	1609674105	113	5153	5266	4627
Sun Jan 03 12:41:57 2021	1609674117	103	5172	5274	4667
Sun Jan 03 12:41:51 2021	1609674111	113	5187	5300	4683
Sun Jan 03 12:41:54 2021	1609674114	106	5204	5310	4698
Sun Jan 03 12:42:01 2021	1609674121	104	5225	5329	4719
Sun Jan 03 12:42:01 2021	1609674121	116	5217	5333	4713
Sun Jan 03 12:41:42 2021	1609674102	114	5222	5336	4715
Sun Jan 03 12:41:51 2021	1609674111	105	5237	5341	4730
Sun Jan 03 12:41:56 2021	1609674116	112	5241	5353	4726
Sun Jan 03 12:42:00 2021	1609674120	108	5284	5392	4778
Sun Jan 03 12:42:01 2021	1609674121	113	5346	5459	4835
Sun Jan 03 12:41:51 2021	1609674111	102	5370	5472	4853
Sun Jan 03 12:41:52 2021	1609674112	103	5372	5475	4868
Sun Jan 03 12:41:46 2021	1609674106	99	5383	5482	4880
Sun Jan 03 12:41:43 2021	1609674103	105	5400	5505	4897
Sun Jan 03 12:41:51 2021	1609674111	118	5399	5518	4892
Sun Jan 03 12:41:56 2021	1609674116	107	5413	5520	4913
Sun Jan 03 12:41:58 2021	1609674118	101	5422	5523	4918
