starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 06 22:39:19 2021	1609969159	103	3566	3670	3065
Wed Jan 06 22:39:17 2021	1609969157	107	3566	3673	3049
Wed Jan 06 22:39:16 2021	1609969156	108	3566	3674	3045
Wed Jan 06 22:39:18 2021	1609969158	106	3569	3675	2995
Wed Jan 06 22:39:31 2021	1609969171	103	3574	3677	3066
Wed Jan 06 22:39:09 2021	1609969149	101	3576	3677	3072
Wed Jan 06 22:39:06 2021	1609969146	162	3518	3680	3015
Wed Jan 06 22:39:34 2021	1609969174	113	3571	3684	3073
Wed Jan 06 22:39:41 2021	1609969181	114	3571	3685	3062
Wed Jan 06 22:39:20 2021	1609969160	103	3585	3688	3070
Wed Jan 06 22:39:41 2021	1609969181	113	3580	3693	3082
Wed Jan 06 22:39:52 2021	1609969192	112	3582	3694	3076
Wed Jan 06 22:39:44 2021	1609969184	104	3594	3698	3088
Wed Jan 06 22:39:12 2021	1609969152	111	3587	3698	3086
Wed Jan 06 22:39:16 2021	1609969156	104	3595	3699	3091
Wed Jan 06 22:39:12 2021	1609969152	101	3600	3700	3099
Wed Jan 06 22:39:52 2021	1609969192	112	3592	3704	3090
Wed Jan 06 22:39:35 2021	1609969175	102	3602	3704	3094
Wed Jan 06 22:39:19 2021	1609969159	105	3603	3707	3058
Wed Jan 06 22:39:42 2021	1609969182	99	3610	3710	3099
Wed Jan 06 22:39:17 2021	1609969157	119	3592	3711	3088
Wed Jan 06 22:39:08 2021	1609969148	105	3607	3712	3105
Wed Jan 06 22:39:13 2021	1609969153	103	3610	3713	3108
Wed Jan 06 22:39:09 2021	1609969149	113	3603	3716	3096
Wed Jan 06 22:39:17 2021	1609969157	99	3618	3716	3116
Wed Jan 06 22:39:17 2021	1609969157	104	3615	3719	3099
Wed Jan 06 22:39:16 2021	1609969156	111	3608	3719	3106
Wed Jan 06 22:39:35 2021	1609969175	104	3616	3720	3118
Wed Jan 06 22:39:51 2021	1609969191	102	3621	3724	3116
Wed Jan 06 22:39:10 2021	1609969150	104	3621	3725	3114
Wed Jan 06 22:39:27 2021	1609969167	103	3625	3728	3120
Wed Jan 06 22:39:50 2021	1609969190	103	3628	3731	3118
Wed Jan 06 22:39:16 2021	1609969156	107	3626	3733	3124
Wed Jan 06 22:39:20 2021	1609969160	107	3629	3736	3064
Wed Jan 06 22:39:16 2021	1609969156	105	3632	3737	3134
